product_id,nom_produit,prix_unitaire,quantite_vendue,chiffre_affaires,z_score
4162,Domino Romano Ribera Del Duero Camino Romano 2016,14.3,1.0,14.3,-0.6528445445390589
4197,Château de La Liquière Faugères Les Amandiers Rosé 2019,9.4,8.0,75.2,-0.8288779982081191
5379,Argentine Mendoza Alamos Torrontes 2017,11.1,0.0,0.0,-0.7678051673433431
5389,Australie Maverick Breechens Blend 2012,16.1,0.0,0.0,-0.5881791942116491
5932,Cognac Normandin Mercier VFC,59.9,0.0,0.0,0.9853443304219904
5742,Domaine Clerget Chambolle-Musigny 2014,42.1,0.0,0.0,0.3458758660731598
4337,Champagne Mailly Grand Cru Les Echansons 2007,83.0,0.0,0.0,1.8152163262904168
4970,Champagne Larmandier-Bernier Terre de Vertus Premier Cru 2011,49.5,0.0,0.0,0.6117223063080669
5520,Domaine Chambeyron Côte Rôtie La Chavarine 2017,38.6,2.0,77.2,0.2201376848809739
4208,Domaine Montrose Côtes de Thongue Rosé 2019,7.6,16.0,121.6,-0.8935433485355289
4670,Domaine Pellé Menetou Salon Blanc Morogues 2018,17.0,2.0,34.0,-0.5558465190479442
6886,Gratavinum Priorat GV5 2011,42.0,0.0,0.0,0.3422833466105258
4151,Elian Daros Côtes du Marmandais Abouriou 2016,13.7,12.0,164.4,-0.6743996613148623
4225,Pierre Martin Sancerre Chavignol Blanc 2019,16.9,13.0,219.7,-0.5594390385105782
4357,Champagne Larmandier-Bernier Latitude,39.0,0.0,0.0,0.2345077627315094
4631,Marcel Windholtz Eau de Vie de Baie de Houx,76.8,0.0,0.0,1.592480119607116
5960,Domaine Labranche Laffont Pacherenc du Vic-Bilh Sec 2017,12.7,0.0,0.0,-0.7103248559412011
6206,Domaine Giudicelli Patrimonio Blanc 2019,25.2,41.0,1033.2,-0.261259923111966
4167,Ollieux Romanis Corbières Rouge Cuvée Prestige 2017,14.3,3.0,42.9,-0.6528445445390589
4171,Le Hameau Des Ollieux Monsieur Pinot 2017,7.8,1.0,7.8,-0.8863583096102612
4190,Le Pas de l'Escalette Coteaux du Languedoc Ze Rozé 2019,12.1,5.0,60.5,-0.7318799727170043
4731,Domaine Muré Crémant d'Alsace Rosé,22.0,18.0,396.0,-0.3762205459162502
4053,Clos du Mont-Olivet Châteauneuf-du-Pape 2012,44.3,23.0,1018.9,0.424911294251105
5630,Parés Baltà Penedès Electio 2013,28.0,1.0,28.0,-0.1606693781582173
5794,Château Fonréaud Bordeaux Blanc Le Cygne 2016,21.7,0.0,0.0,-0.3869981043041519
5393,Australie Harkham Wines Old Vines 2011,35.3,0.0,0.0,0.1015845426140557
4669,Domaine Pellé Menetou Salon Blanc Le Carroir 2018,20.2,1.0,20.2,-0.4408858962436601
4690,Domaine Plageoles Vin de France Contre-Pied 2016,12.8,0.0,0.0,-0.7067323364785671
4628,Marcel Windholtz Eau de Vie de Marc de Muscat,39.6,0.0,0.0,0.2560628795073127
5615,"Albert Boxler Pinot Gris Grand Cru Sommerberg ""W"" 2016",56.4,0.0,0.0,0.8596061492298046
5795,Château de Chantegrive Graves Blanc Caroline 2016,23.0,0.0,0.0,-0.3402953512899114
5773,Decelle-Villa Auxey-Duresses Blanc 2017,32.8,3.0,98.4,0.0117715560482087
5006,David Duband Nuits-Saint-Georges 2017,48.7,0.0,0.0,0.5829821506069959
4179,Domaine de l'Hortus Pic Saint-Loup La Grande Cuvée 2018,24.0,7.0,168.0,-0.3043701566635726
4215,Marc Colin Et Fils Saint-Aubin Blanc Luce 2017,26.5,0.0,0.0,-0.2145571700977256
4649,Bernard Baudry Chinon Blanc 2018,16.5,1.0,16.5,-0.5738091163611136
5522,Domaine Chambeyron Côte Rôtie L'Angéline 2017,48.4,1.0,48.4,0.5722045922190941
4138,Zind-Humbrecht Zind 2017,25.7,6.0,154.2,-0.2432973257987966
4156,Elian Daros Côtes du Marmandais Coucou Blanc 2016,20.35,6.0,122.1,-0.4354971170497091
4183,Borie La Vitarèle Saint-Chinian Les Crès 2016,21.4,0.0,0.0,-0.3977756626920535
6627,Weingut Besson-Strasser Zürich Fumé 2017,41.8,1.0,41.8,0.335098307685258
4564,Domaine Giudicelli Vin de France Eté Rouge 2018,21.7,19.0,412.3,-0.3869981043041519
4049,Pierre Gaillard Saint-Joseph Rouge 2018,19.3,1.0,19.3,-0.4732185714073649
4270,Domaine Sérol Côte Roannaise Les Millerands 2018,15.5,4.0,62.0,-0.6097343109874525
4963,Château Turcaud Bordeaux Rouge 2016,7.0,2.0,14.0,-0.9150984653113322
5760,Huile d'Olive Extra Vierge Planeta 50cl,13.1,2.0,26.2,-0.6959547780906655
4678,Domaine Rotier Gaillac Rouge L'Ame 2016,29.8,0.0,0.0,-0.0960040278308075
4203,Mas Laval IGP Pays d'Hérault Les Pampres Blancs 2018,9.9,6.0,59.4,-0.8109154008949497
4930,Domaine La Croix Belle Côtes de Thongue Blanc N°7 2018,17.5,5.0,87.5,-0.5378839217347748
5504,Château de la Selve Coteaux de l'Ardèche Blanc Saint-Régis Blanc 2019,13.8,3.0,41.4,-0.6708071418522283
4152,Elian Daros Côtes du Marmandais Chante Coucou 2016,19.2,7.0,134.4,-0.4768110908699989
5826,Agnès Levet Côte Rôtie Améthyste 2017,41.2,4.0,164.8,0.3135431909094549
7338,Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019,16.3,0.0,0.0,-0.5809941552863813
5962,Camin Larredya Jurançon Moelleux Au Capcéu 2018,30.0,0.0,0.0,-0.0888189889055397
4097,Paul Ginglinger Pinot Gris Les Prelats 2018,12.8,1.0,12.8,-0.7067323364785671
4626,Marcel Windholtz Eau de Vie de Prunelle Sauvage,52.9,0.0,0.0,0.7338679680376188
4634,Marcel Windholtz Eau de Vie de Marc de Gewurztraminer,41.0,0.0,0.0,0.306358151984187
4886,Saumaize-Michelin Pouilly-Fuissé Clos sur la Roche 2018,28.4,5.0,142.0,-0.1462993003076819
5806,Château La Croix Meunier Saint-Emilion Grand Cru 2014,17.4,2.0,34.8,-0.5414764411974088
5894,Thevenet Quintaine Viré-Clessé Emilian Gillet 2017,15.4,5.0,77.0,-0.6133268304500864
4350,Champagne Egly-Ouriet Grand Cru Extra Brut V.P.,79.5,0.0,0.0,1.689478145098231
5738,Triennes IGP Méditerranée Rouge Saint Auguste 2016,14.6,11.0,160.6,-0.6420669861511573
4158,Planeta Sicilia Etna Rosso 2018,18.5,0.0,0.0,-0.501958727108436
5384,Liban Vallée de la Békaa Château Marsyas 2012,28.8,0.0,0.0,-0.1319292224571463
5827,Agnès Levet Côte Rôtie Maestria 2017,55.0,3.0,165.0,0.8093108767529302
4149,Champagne Mailly Grand Cru Intemporelle Rosé 2009,69.0,0.0,0.0,1.3122636015216735
4232,Argentine Mendoza Alamos Chardonnay 2019,11.1,2.0,22.2,-0.7678051673433431
4250,Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018,19.5,30.0,585.0,-0.4660335324820972
4299,Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2018,39.1,0.0,0.0,0.2381002821941433
4862,Philippe Nusswitz Duché d'Uzès Orénia Blanc 2018,9.9,12.0,118.8,-0.8109154008949497
4632,Marcel Windholtz Eau de Vie de Quetsch d'Alsace Réserve Particulière,50.0,0.0,0.0,0.6296849036212363
4794,Maurice Schoech Riesling Grand Cru Rangen de Thann 2014,41.6,0.0,0.0,0.3279132687599904
4899,Domaine Brintet Mercurey Blanc Vieilles Vignes 2018,21.2,9.0,190.8,-0.4049607016173213
5796,Château Saransot-Dupré Bordeaux Blanc 2016,12.5,0.0,0.0,-0.7175098948664689
4269,Domaine Sérol Côte Roannaise Les Originelles 2019,10.2,0.0,0.0,-0.8001378425070481
4078,Domaine des Bosquets Gigondas La Colline 2015,44.0,10.0,440.0,0.4141337358632034
4708,Albert Mann Pinot Gris Grand Cru Furstentum 2016,32.6,8.0,260.8,0.0045865171229411
4910,Antoine-Marie Arena Vin de France Rouge San Giovanni 2017,17.3,4.0,69.2,-0.5450689606600425
4711,Albert Mann Riesling Grand Cru Schlossberg 2018,55.4,1.0,55.4,0.8236809546034658
4790,Maurice Schoech Riesling 2018,11.1,0.0,0.0,-0.7678051673433431
5969,Zind-Humbrecht Riesling Clos Windsbuhl 2014,69.0,0.0,0.0,1.3122636015216735
4235,Maroc Graillot/Thaleb Tandem Syrah 2015,17.1,1.0,17.1,-0.5522539995853103
6042,Domaine La Croix Belle Côtes de Thongue Rosé Les Grillons 2019,8.5,18.0,153.0,-0.861210673371824
4068,Gilles Robin Crozes-Hermitage Rouge Papillon 2019,16.6,2.0,33.2,-0.5702165968984797
4102,Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017,16.3,1.0,16.3,-0.5809941552863813
4740,Jean-Paul Brun Beaujolais L'Ancien 2016,9.7,0.0,0.0,-0.8181004398202175
4923,Cave de Castelmaure Corbières Rouge Vigneron 2018,7.0,10.0,70.0,-0.9150984653113322
5519,Domaine Chambeyron Côtes du Rhône 2017,12.9,22.0,283.8,-0.7031398170159333
6205,Domaine Giudicelli Vin de France Corail Rouge 2019,20.2,0.0,0.0,-0.4408858962436601
4706,Albert Mann Muscat 2018,16.8,32.0,537.6,-0.5630315579732119
4788,Maurice Schoech Pinot Gris 2018,12.3,3.0,36.9,-0.7246949337917366
5019,Château Tour Des Gendres Bergerac Blanc Moulin Des Dames 2016,19.8,0.0,0.0,-0.4552559740941955
6664,Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2017,35.6,0.0,0.0,0.1123621010019575
4106,Emile Boeckel Pinot Noir Barriques Oberpfoeller 2018,12.6,6.0,75.6,-0.7139173754038349
4276,I Fabbri Chianti Classico Terra Di Lamole 2015,17.6,0.0,0.0,-0.5342914022721409
4192,Château de La Liquière Faugères Cistus Rouge 2017,17.8,5.0,89.0,-0.5271063633468731
4619,Alphonse Mellot Sancerre Rouge En Grands Champs 2012,59.0,0.0,0.0,0.9530116552582856
5614,Albert Boxler Crémant d'Alsace Brut 2014,19.2,3.0,57.6,-0.4768110908699989
4098,Paul Ginglinger Pinot Noir Les Rocailles 2016,22.1,1.0,22.1,-0.3726280264536162
4260,Chermette Domaine du Vissoux Beaujolais Blanc Collonge 2017,12.2,2.0,24.4,-0.7282874532543705
4676,Domaine Rotier Gaillac Blanc Doux Les Gravels 2016,12.9,0.0,0.0,-0.7031398170159333
5707,Domaine des Terres d'Ocre Saint-Pourçain Rouge Instant T 2015,10.8,10.0,108.0,-0.7785827257312448
6104,Stéphane Tissot Arbois Blanc Savagnin 2015,33.2,0.0,0.0,0.0261416338987444
4196,Château de La Liquière Faugères Tucade 2015,27.2,2.0,54.4,-0.1894095338592884
4671,Domaine Pellé Menetou Salon Rouge Les Cris 2015,21.9,0.0,0.0,-0.3798130653788841
4909,Antoine-Marie Arena Vin de France Bianco Gentile 2018,25.9,0.0,0.0,-0.2361122868735289
6041,Château de Vaudieu Châteauneuf-du-Pape Amiral G 2015,71.7,0.0,0.0,1.4092616270127885
4748,Jean-Paul Brun Saint-Amour 2017,14.5,0.0,0.0,-0.6456595056137913
4679,Domaine Rotier Gaillac Rouge Renaissance 2016,13.2,0.0,0.0,-0.6923622586280317
4039,Pierre Jean Villa Côte Rôtie Carmina 2017,46.0,0.0,0.0,0.485984125115881
4148,Champagne Mailly Grand Cru Brut Rosé,37.5,0.0,0.0,0.1806199707920012
4271,Domaine Sérol Côte Roannaise Perdrizière 2016,16.6,0.0,0.0,-0.5702165968984797
4613,Gilbert Picq Chablis 2017,16.9,9.0,152.1,-0.5594390385105782
5484,David-Beaupère Juliénas Vayolette 2017,21.6,1.0,21.6,-0.3905906237667856
4187,Le Pas de l'Escalette Languedoc Les Petits Pas 2019,13.3,42.0,558.6,-0.6887697391653977
4863,Château Ollieux Romanis Corbières Rosé Classique 2019,8.2,4.0,32.8,-0.8719882317597257
4280,Château de Cazeneuve Languedoc Blanc 2016,18.9,0.0,0.0,-0.4875886492579005
4682,Château Plaisance Fronton Rouge 2017,9.1,6.0,54.6,-0.8396555565960208
5069,Albert Mann Pinot Noir Les Saintes Claires 2017,65.0,0.0,0.0,1.1685628230163183
5383,Nouvelle-Zélande Marlborough Kim Crawford Sauvignon Blanc 2015,19.5,0.0,0.0,-0.4660335324820972
6072,Clos du Mont-Olivet Côtes-du-Rhône Blanc 2019,13.6,9.0,122.4,-0.6779921807774961
4174,Maurel Cabardès Tradition 2017,5.7,6.0,34.2,-0.9618012183255727
4301,Domaine de La Tour Du Bon Bandol Rosé 2019,17.5,3.0,52.5,-0.5378839217347748
6279,Borie de Maurel Minervois Rouge Maxime 2003,45.9,0.0,0.0,0.4823916056532471
4264,Chermette Domaine du Vissoux Moulin à Vent Les Trois Roches 2018,17.8,2.0,35.6,-0.5271063633468731
4616,Alphonse Mellot Sancerre Rouge La Demoiselle 2015,57.0,0.0,0.0,0.8811612660056078
4730,Domaine Muré Crémant d'Alsace Cuvée Prestige,14.3,0.0,0.0,-0.6528445445390589
4784,Maurice Schoech Riesling Vendanges Tardives 2017,28.5,0.0,0.0,-0.1427067808450479
4901,Domaine Des Croix Beaune 1er Cru Les Cent Vignes 2017,41.0,0.0,0.0,0.306358151984187
4071,Château de Vaudieu Châteauneuf-du-Pape Rouge 2015,33.2,19.0,630.8,0.0261416338987444
4758,Domaine Saint-Nicolas Fiefs Vendéens Rouge Cuvée Jacques 2016,24.3,0.0,0.0,-0.2935925982756709
4077,Domaine des Bosquets Gigondas 2016,22.9,0.0,0.0,-0.3438878707525453
4398,Wemyss Malts Blended Malt Scotch Whisky Peat Chimney Batch Strength,59.0,0.0,0.0,0.9530116552582856
4598,Marc Colin Et Fils Saint-Aubin Blanc En Montceau 2017,41.8,1.0,41.8,0.335098307685258
4888,Saumaize-Michelin Pouilly-Fuissé Les Ronchevats 2018,27.9,0.0,0.0,-0.1642618976208513
4936,Domaine Rouge Garance Côtes du Rhône Blanc De Garance 2018,11.1,11.0,122.1,-0.7678051673433431
4994,Domaine Peyre Rose Syrah Léone 2008,78.0,0.0,0.0,1.6355903531587228
5474,Domaine Saint-Nicolas Fiefs Vendéens Rouge La Grande Pièce 2013,42.0,4.0,168.0,0.3422833466105258
5770,Camille Giroud Santenay Blanc 2017,34.4,4.0,137.6,0.0692518674503509
6753,Château Simone Palette Rouge 2015,46.5,0.0,0.0,0.5039467224290505
4073,Château de Vaudieu Châteauneuf-du-Pape L'Avenue 2015,77.8,0.0,0.0,1.628405314233455
4244,La Préceptorie Côtes du Roussillon Coume Marie 2018,13.5,5.0,67.5,-0.6815847002401301
5778,Maurel Pays d'Oc Merlot 2018,5.8,24.0,139.2,-0.9582086988629388
6278,Borie de Maurel Minervois Rouge Esprit d'Automne 2019,9.0,5.0,45.0,-0.8432480760586546
4675,Domaine Rotier Gaillac Blanc Sec Renaissance 2015,10.7,0.0,0.0,-0.7821752451938787
4707,Albert Mann Pinot Gris Cuvée Albert 2017,22.8,13.0,296.4,-0.3474803902151791
4915,Jean-Baptiste Arena Patrimonio Blanc Morta Maio,25.9,8.0,207.2,-0.2361122868735289
5694,Philippe Nusswitz Duché d'Uzès Orénia Rouge Réserve 2016,12.7,5.0,63.5,-0.7103248559412011
5706,Domaine des Terres d'Ocre Saint-Pourçain Blanc Instant T 2018,10.3,0.0,0.0,-0.7965453230444142
4204,Mas Laval IGP Pays d'Hérault Les Pampres Rouges 2017,11.3,3.0,33.9,-0.7606201284180754
4216,Domaine de l'Ecu Muscadet Classic 2018,13.4,1.0,13.4,-0.6851772197027639
4275,I Fabbri Chianti Classico Lamole 2017,14.9,12.0,178.8,-0.6312894277632558
4940,Oratoire Saint Martin Cairanne Blanc Haut-Coustias 2017,20.5,2.0,41.0,-0.4301083378557584
4069,Gilles Robin Hermitage Rouge 2012,60.0,0.0,0.0,0.9889368498846244
4202,Mas de Daumas Gassac IGP Saint-Guilhem-le-Désert Blanc 2019,38.0,0.0,0.0,0.1985825681051706
4705,Albert Mann Gewurztraminer Grand Cru Steingrubler 2016,31.6,8.0,252.8,-0.0313386775033976
5545,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Caillerets 1er Cru 2016,65.9,7.0,461.3,1.2008954981800235
5958,Domaine Labranche Laffont Madiran Tradition 2016,8.7,0.0,0.0,-0.8540256344465563
4356,Champagne Egly-Ouriet Premier Cru Les Vignes de Vrigny,51.6,12.0,619.2,0.6871652150233785
4759,Domaine Saint-Nicolas Fiefs Vendéens Rouge Reflets 2018,16.9,0.0,0.0,-0.5594390385105782
5968,Zind-Humbrecht Pinot Gris Clos Windsbuhl 2013,71.5,0.0,0.0,1.4020765880875206
6573,Marc Colin Et Fils Chassagne-Montrachet 1er Cru Les Champs Gain 2017,68.3,1.0,68.3,1.2871159652832362
6928,Le Cèdre de Jean Faure Saint-Emilion 2016,19.0,2.0,38.0,-0.4839961297952666
4084,"Rimauresq Côtes de Provence Rouge Cru Classé ""R"" 2017",23.2,0.0,0.0,-0.3331103123646436
4635,Marcel Windholtz Eau de Vie de Kirsch d'Alsace Réserve Particulière,62.4,0.0,0.0,1.0751573169878377
6047,Château de La Liquière Faugères L'Ampoule 2019,10.9,38.0,414.2,-0.7749902062686109
4396,Wemyss Malts Blended Malt Scotch Whisky The Hive 12 ans,62.0,0.0,0.0,1.060787239137302
5807,Château d'Arcole Saint-Emilion Grand Cru 2016,27.3,4.0,109.2,-0.1858170143966545
4137,Zind-Humbrecht Muscat Grand Cru Goldert 2015,29.8,0.0,0.0,-0.0960040278308075
4914,Antoine-Marie Arena Patrimonio Hauts de Carco 2018,25.9,2.0,51.8,-0.2361122868735289
5747,Thibaud Boudignon Anjou Blanc 2018,24.5,21.0,514.5,-0.2864075593504032
4101,Emile Boeckel Pinot Gris Grand Cru Zotzenberg 2016,15.8,0.0,0.0,-0.5989567525995507
4297,Domaine de La Tour Du Bon Bandol Blanc 2019,19.0,0.0,0.0,-0.4839961297952666
4605,Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2016,32.2,0.0,0.0,-0.0097835607275943
4753,Domaine de Montgilet Coteaux de l'Aubance 2017,12.0,7.0,84.0,-0.7354724921796383
5027,Champagne Agrapart &amp; Fils Terroirs Brut Blanc de Blancs Grand Cru,62.1,0.0,0.0,1.064379758599936
5913,Darnley's London Dry Gin Original,36.0,0.0,0.0,0.126732178852493
5950,Domaine de Vaccelli AOP Ajaccio Rouge Granit 2016,46.0,5.0,230.0,0.485984125115881
6585,La Préceptorie Côtes du Roussillon Blanc Terres Nouvelles 2018,19.0,0.0,0.0,-0.4839961297952666
6620,Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2005,51.0,0.0,0.0,0.6656100982475751
4188,Château de La Liquière Languedoc Blanc Les Amandiers 2019,9.5,8.0,76.0,-0.8252854787454852
5753,Château de la Selve Vin de France Petite Selve 2019,10.1,4.0,40.4,-0.803730361969682
5766,Camille Giroud Auxey-Duresses Blanc 2017,35.6,0.0,0.0,0.1123621010019575
4750,Domaine de Montgilet Anjou Rouge Les Yvonnais 2015,16.4,2.0,32.8,-0.5774016358237476
4865,Mourgues du Grès Costières de Nîmes Capitelles Rosé 2018,9.8,13.0,127.4,-0.8145079203575836
5925,Albert Mann Riesling Grand Cru Furstentum 2017,49.5,2.0,99.0,0.6117223063080669
4405,Cognac Frapin Château de Fontpinot XO 1/2,68.1,0.0,0.0,1.2799309263579683
4610,François Bergeret Hautes Côtes de Beaune Blanc 2018,13.1,0.0,0.0,-0.6959547780906655
5004,David Duband Vosne Romanée 2017,59.4,2.0,118.8,0.9673817331088208
5817,Maison Trimbach Riesling Grand Cru Geisberg 2012,57.6,0.0,0.0,0.9027163827814112
6225,Le Pas de l'Escalette IGP Hérault Ze Cinsault 2017,20.4,4.0,81.6,-0.4337008573183923
4060,Mourgues du Grès Costières de Nîmes Terre d'Argence 2017,11.9,9.0,107.1,-0.7390650116422721
4307,Domaine de l'Idylle Savoie Mondeuse Le Tithonien 2018,10.9,0.0,0.0,-0.7749902062686109
6299,Lucien Boillot Gevrey Chambertin 1er Cru Les Cherbaudes 2017,78.0,0.0,0.0,1.6355903531587228
4791,Maurice Schoech Pinot Noir Pièce de Chêne 2016,13.6,0.0,0.0,-0.6779921807774961
4714,Domaine Schoenheitz Muscat 2017,13.3,3.0,39.9,-0.6887697391653977
4063,Mourgues du Grès Costières de Nîmes Terre de Feu 2017,14.5,3.0,43.5,-0.6456595056137913
4180,Domaine de l'Hortus Val de Montferrand La Grande Cuvée Blanc 2018,24.0,0.0,0.0,-0.3043701566635726
4680,Domaine de Joy Côtes de Gascogne Envie de Joy 2018,6.3,2.0,12.6,-0.9402461015497694
6093,Château de Villeneuve Saumur-Champigny 2017,12.6,1.0,12.6,-0.7139173754038349
4050,Pierre Gaillard Saint-Joseph Blanc 2019,21.8,6.0,130.8,-0.3834055848415179
4066,Oratoire Saint Martin Cairanne Rouge Haut Coustias 2016,20.8,20.0,416.0,-0.4193307794678567
4168,Ollieux Romanis Corbières Blanc Cuvée Prestige 2018,18.2,12.0,218.4,-0.5127362854963377
4194,Château de La Liquière Faugères 2017,10.8,9.0,97.2,-0.7785827257312448
5697,Planeta Sicilia Noto Santa Cecilia 2016,29.9,0.0,0.0,-0.0924115083681737
5736,Triennes IGP Méditerranée Blanc Sainte Fleur 2018,14.9,5.0,74.5,-0.6312894277632558
5903,Stéphane Tissot Arbois Trousseau Singulier 2017,27.3,0.0,0.0,-0.1858170143966545
6223,Planeta Sicilia Chardonnay 2017,26.7,6.0,160.2,-0.2073721311724578
4931,Marcel Richaud Cairanne Rouge L'Ebrescade 2017,27.8,0.0,0.0,-0.1678544170834851
4962,Château Turcaud Bordeaux Blanc Cuvée Majeure 2018,11.3,14.0,158.2,-0.7606201284180754
5377,Argentine Alamos Catena Malbec 2017,19.0,0.0,0.0,-0.4839961297952666
6095,Château de Villeneuve Saumur-Champigny Le Grand Clos 2017,29.8,0.0,0.0,-0.0960040278308075
4083,"Rimauresq Côtes de Provence Blanc Cru Classé ""R"" 2019",17.0,0.0,0.0,-0.5558465190479442
4227,La Cotelleraie Saint-Nicolas-de-Bourgueil La Croisée 2018,12.6,6.0,75.6,-0.7139173754038349
4776,Château de La Liquière Pays d'Hérault Blanc A Mi Chemin 2017,6.8,7.0,47.6,-0.9222835042366
6109,Gilles Robin Saint-Joseph Rouge André Péalat 2010,39.2,1.0,39.2,0.2416928016567773
4304,Domaine de l'Idylle Savoie Cruet 2018,8.1,0.0,0.0,-0.8755807512223596
4715,Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017,11.1,0.0,0.0,-0.7678051673433431
5552,Thierry Germain Saumur Blanc Clos Roman 2016,57.7,0.0,0.0,0.9063089022440451
5801,Château Monbrison Margaux Bouquet de Monbrison 2012,24.0,0.0,0.0,-0.3043701566635726
4606,Catherine et Claude Maréchal Volnay 2017,50.1,1.0,50.1,0.6332774230838703
4965,Château Turcaud Entre-Deux-Mers 2019,7.1,26.0,184.6,-0.9115059458486984
4056,Clos du Mont-Olivet Côtes-du-Rhône Vieilles Vignes 2018,12.7,10.0,127.0,-0.7103248559412011
4070,Gilles Robin Crozes-Hermitage Blanc Les Marelles 2018,23.4,7.0,163.8,-0.3259252734393759
4205,Mas Laval Terrasses du Larzac La Grande Cuvée 2016,23.0,12.0,276.0,-0.3402953512899114
4609,François Bergeret Hautes Côtes de Beaune Rouge 2017,11.8,0.0,0.0,-0.742657531104906
4655,Thierry Germain Saumur-Champigny Les Mémoires 2016,40.2,0.0,0.0,0.2776179962831161
4755,Domaine de Montgilet Vin de France Grolleau 2019,7.4,0.0,0.0,-0.9007283874607968
5395,Chili Errazuriz Cabernet Sauvignon 2016,12.7,0.0,0.0,-0.7103248559412011
5445,La Préceptorie Maury Blanc 2015,16.3,0.0,0.0,-0.5809941552863813
6666,Domaine Hauvette IGP Alpilles Dolia 2013,48.5,0.0,0.0,0.5757971116817281
4647,Bernard Baudry Chinon Rouge La Croix Boissée 2017,28.5,8.0,228.0,-0.1427067808450479
4665,Vincent Carême Vouvray Sec 2018,14.4,2.0,28.8,-0.6492520250764252
4172,Maurel Pays d'Oc Chardonnay 2019,5.7,43.0,245.1,-0.9618012183255727
4658,Thierry Germain Saumur-Champigny Outre Terre 2016,48.8,0.0,0.0,0.5865746700696296
5951,Domaine de Vaccelli AOP Ajaccio Rouge Granit 174 2017,74.5,0.0,0.0,1.509852171966537
4032,Pierre Jean Villa IGP Collines Rhodaniennes Gamine 2018,14.1,3.0,42.3,-0.6600295834643267
4288,Domaine Hauvette IGP Alpilles Jaspe 2017,26.7,1.0,26.7,-0.2073721311724578
4664,La Cotelleraie Saint-Nicolas-de-Bourgueil Le Vau Jaumier 2016,16.4,0.0,0.0,-0.5774016358237476
6038,I Fabbri Chianti Classico Gran Selezione 2015,48.5,0.0,0.0,0.5757971116817281
6105,Stéphane Tissot Côtes du Jura Sursis 2017,34.8,7.0,243.6,0.0836219453008863
4300,Domaine de La Tour Du Bon Bandol Rouge En Sol 2017,44.0,1.0,44.0,0.4141337358632034
5444,La Préceptorie Maury Rouge Cuvée Aurélie 2017,15.5,1.0,15.5,-0.6097343109874525
5391,Australie Maverick Trial Hill Riesling 2010,24.2,1.0,24.2,-0.2971851177383048
4792,Maurice Schoech Riesling Grand Cru Kaefferkopf 2018,21.0,19.0,399.0,-0.412145740542589
4130,Zind-Humbrecht Pinot Gris Roche Calcaire 2017,23.0,0.0,0.0,-0.3402953512899114
4728,Maurice Schoech Gewurztraminer Vendanges Tardives 2017,29.5,2.0,59.0,-0.1067815862187091
6570,Decelle-Villa Marsannay Les Longeroies 2015,29.2,0.0,0.0,-0.1175591446066108
4618,Alphonse Mellot Sancerre Rouge La Moussière 2014,30.6,0.0,0.0,-0.0672638721297364
4072,Château de Vaudieu Châteauneuf-du-Pape Blanc 2015,32.0,1.0,32.0,-0.0169685996528621
4885,Saumaize-Michelin Mâcon Vergisson Sur La Roche 2017,18.7,0.0,0.0,-0.4947736881831683
5890,Saumaize-Michelin Saint-Véran Les Crèches 2018,19.3,0.0,0.0,-0.4732185714073649
6049,Christophe Pichon Saint-Joseph Blanc 2017,21.8,3.0,65.4,-0.3834055848415179
4212,Lucien Boillot Volnay 2017,39.8,2.0,79.6,0.2632479184325804
4927,Domaine La Croix Belle Côtes de Thongue Rouge La Caringole 2018,6.5,4.0,26.0,-0.9330610626245016
6568,Decelle-Villa Chambolle-Musigny 2017,72.0,0.0,0.0,1.42003918540069
4051,Jeanne Gaillard IGP Collines Rhodaniennes Syrah Terre de Mandrin 2018,7.7,6.0,46.2,-0.8899508290728951
4153,Elian Daros Côtes du Marmandais Clos Baquey 2015,29.0,36.0,1044.0,-0.1247441835318785
4075,Plateau des Chênes Lirac 2015,14.7,0.0,0.0,-0.6384744666885235
4100,Emile Boeckel Gewurztraminer Grand Cru Zotzenberg 2016,15.8,0.0,0.0,-0.5989567525995507
5488,Decelle-Villa Beaune Rouge 2015,43.5,0.0,0.0,0.396171138550034
5693,Philippe Nusswitz Duché d'Uzès Orénia Blanc Réserve 2018,13.0,11.0,143.0,-0.6995472975532995
6738,Emile Boeckel Crémant Chardonnay Extra Brut 2016,15.4,3.0,46.2,-0.6133268304500864
4057,Mourgues du Grès Costières de Nîmes Galets Dorés 2019,8.7,18.0,156.6,-0.8540256344465563
4858,Château Turcaud Bordeaux Rosé 2019,6.5,1.0,6.5,-0.9330610626245016
5547,Thierry Germain Saumur-Champigny Terres Chaudes 2017,24.6,1.0,24.6,-0.2828150398877693
4648,Bernard Baudry Chinon Blanc La Croix Boissée 2018,24.3,2.0,48.6,-0.2935925982756709
5506,Château de la Selve Coteaux de l'Ardèche Rouge Serre de Berty 2014,18.2,0.0,0.0,-0.5127362854963377
